Komisija,Padalinio pavadinimas,"Kategorija, kodas, taisyklių punktas",Pirkimo grupė,Pirkimo Nr.,Rašto  vizavimo data ,Vokų atplėšimo  data,"Sutarties, data ir Nr. arba PVM sąskaitos faktūros data ir Nr.",Laimėtojas,Laimėtojo nustatymo priežastis,Pirkimo suma 1 metams / įkainis   Lt,Pirkimo suma su sutarties pratęsimu Lt / galutinė suma 1 metams Lt,"Prekių, paslaugų, darbų pavadinimas",Tiekėjai,ŽAL,CPO,91 str.,Pastabos
MK,Naujamiesčio seniūnija,KAT 20 BVPŽ kodas 63500000-4  ,Paslaugos,274,2014-07-24,8/11/2014,2014-08-18 sutartis Nr. A64-115/14(3.10.22-AD4),"UAB ""Kelionių laikas""",Mažiausia kaina,-,"11,500.00   ",Naujamiesčio bendruomenės išvykos organizavimas,"UAB ""Kelionių laikas""; UAB ""Estravel Vilnius""; UAB ""Kiveda""; UAB ""Vildora""",,,,
MK,Naujamiesčio seniūnija,KAT 20 BVPŽ kodas 63510000-7 ,Paslaugos,275,2014-07-24,8/11/2014,2014-08-18 sutartis Nr. A64-114/14(3.10.22-AD4),"UAB ""Kelionių laikas""",Mažiausia kaina,-,"3,500.00   ",Lietuvos pagyvenusių žmonių asociacijos edukacinės išvykos kelionės organizavimas,"UAB ""Kelionių laikas""; UAB ""Estravel Vilnius""; UAB ""Kiveda""; UAB ""Vildora""",,,,
MK,"Švietimo, kultūros ir sporto departamentas Švietimo skyrius",KAT 12 BVPŽ kodas 71241000-9 ,Paslaugos,276,2014-07-28,11/3/2014,2014-12-08 sutartis Nr. A64-207/14(3.10.22-AD4),"UAB ""Peritus sprendimai""",Mažiausia kaina,-,"30,000.00   ","Galimybių studijos, konsultavimo paslaugos, analizė","UAB ""Peritus sprendimai""",,,,
MK,Aprūpinimo ir transporto skyrius,BVPŽ kodas 45421100-5,Darbai,277,2014-07-29,neįvyko,neįvyko (tarnybinis raštas Nr. A121-461/15(2.1.19-AD6),neįvyko,Mažiausia kaina,-,0.00   ,Varstomų langų įrengimo darbai,neįvyko,,,,
MK,Aprūpinimo ir transporto skyrius,BVPŽ kodas 39000000-2,Prekės,278,2014-07-29,9/3/2014,2014-10-07 sutartis Nr. A68-41/14(3.10.23-AD4),"UAB ""Balticum baldai""",Mažiausia kaina,-,"24,377.78   ",Biuro baldai,"Ūkio subjektų grupė: UAB ""Vilanus"" ir UAB ""Faktumas""; UAB ""Balticum baldai""; VĮ ""Mūsų amatai""; UAB ""Vadasiga""; UAB ""Kėdžių studija""; UAB ""Interjero projektų studija""",,,,
MK,E. miesto departamentas,BVPŽ kodas 72000000-5,Paslaugos,279,2014-07-30,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,,0.00,"""Bank link"" integracija su www.vilnius.lt",Nebus vykdomas,,,,
MK,Naujininkų seniūnija,BVPŽ kodas 79952000-2,Paslaugos,280,2014-07-31,8/20/2014,2014-09-23 sutartis Nr. A64-142/14(3.10.22-AD4),"VšĮ ""Muzikos turo pramogos""",Mažiausia kaina,-,"9,995.00   ",Su renginiais susijusios paslaugos,"UAB ""Mex pro""; VšĮ ""Muzikos turo pramogos""; UAB ""Amberret""",,,,
MK,Panerių seniūnija,BVPŽ kodas 79952000-2,Paslaugos,281,2014-07-31,8/12/2014,2014-08-22 sutartis Nr. A64-119/14(3.10.22-AD4),"VšĮ ""Trakų Vokės dvaro sodyba""",Mažiausia kaina,-,"3,990.00   ",Vasaros šeimų šventės techninis aprūpinimas,"VšĮ ""Trakų Vokės dvaro sodyba""; VšĮ ""Vilniaus rotušė""; VšĮ ""Nepriklausomi garso režisieriai""",,,,
MK,Aprūpinimo ir transporto skyrius,BVPŽ kodas 30237310-5,Prekės,282,2014-07-31,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,Mažiausia kaina,-,0.00   ,Spausdintuvų kasetės,Nebus vykdomas,,,,
MK,Šeškinės seniūnija,BVPŽ kodas 50800000-3,Paslaugos,283,2014-08-04,10/28/2014,2014-11-04 sutartis Nr. A62-129/14(3.10.21-AD4),"UAB ""Rudmė""",Mažiausia kaina,-,"9,975.72   ",Pal. J. Matulaičio šeimos pagalbos centro Šeškinės dienos centro patalpų remonto darbai,"UAB ""Rudmė""; UAB ""Tavo aplinks vizija'; UAB ""Balkonurenovacija""",,,,
MK,Šeškinės seniūnija,BVPŽ kodas 45212140-9,Darbai,284,2014-08-04,9/5/2014,2014-10-17 sutartis Nr. A62-118/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"9,970.40   ",Sporto aikštelės įrengimo ir remonto darbai,"UAB ""Stebulė""; UAB ""Metalo sprendimai""; UAB ""Mažoji restauracija""",,,,
MK,Šeškinės seniūnija,BVPŽ kodas 50800000-5,Prekės,285,2014-08-04,8/25/2014,2014-10-17 sutartis Nr. A64-170/14(3.10.22-AD4),Elena Nekrošienė,Mažiausia kaina,-,"1,899.70   ","Koncertinių drabužių siuvimas LPS ""Bočiai"" Šeškinės skyriui","Elena Nekrošienė; UAB ""Lelija""; UAB ""Verslo mada""",,,,
MK,Šeškinės seniūnija,BVPŽ kodas 92000000-1,Paslaugos,286,2014-08-04,9/6/2014,2014-09-22 sutartis Nr. A68-38/14(3.10.23-AD4),Alvydas Pralgauskas,Mažiausia kaina,-,"6,950.00   ","Poilsio, kultūros ir sporto paslaugos","Alvydas Pralgauskas, Aurelijus Gedvilas, Gediminas Stakutis",,,,
MK,Šeškinės seniūnija,BVPŽ kodas 45236290-9,Darbai,287,2014-08-04,10/1/2014,2014-10-27 sutartis Nr.A62-127/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"13,484.24   ","Lauko treniruoklių aikštelėje (Šeškinės g. 25) betoninės dangos įrengimas; betoninių laiptų remontas (Šeškinės g. 45, 49,53), krepšinio stovo įrengimas (musninkų g. 1-7-9); suoliukų gamyba ir sumontavimas","UAB ""Stebulė""; UAB ""Trajana""; UAB ""Gerbūvio darbai""",,,,
MK,Šeškinės seniūnija,BVPŽ kodas 45236290-9,Darbai,288,2014-08-04,9/5/2014,2014-10-15 sutartis Nr. A62-116/14(3.10.21-AD4),"UAB ""Aiža""",Mažiausia kaina,-,"9,994.00   ",Vaikų žaidimo aikštelės įrengimas Želvos ir Deltuvos g. sankirtoje,"UAB ""Aiža""; UAB ""Julsata""; UAB ""Rekreacinė statyba""",,,,
MK,Šeškinės seniūnija,BVPŽ kodas 39112000-0,Prekės,289,2014-08-04,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,-,0.00   ,Kėdžių ir spintų pirkimas Pal. J. Matulaičio šeimos pagalbos centro Šeškinės dienos centrui,Nebus vykdomas,,,,
MK,Šeškinės seniūnija,BVPŽ kodas 92300000-4,Paslaugos,290,2014-08-04,8/21/2014,2014-09-22 sutartis Nr. A64-141/14(3.10.22-AD4),Alvydas Pralgauskas,Mažiausia kaina,-,"5,992.00   ",Šeškinės bendruomenės švenčių renginiai,Alvydas Pralgauskas; Gediminas Stakutis; Aurelijus Gedvilas,,,,
MK,Šeškinės seniūnija,BVPŽ kodas 30192000-1,Prekės,291,2014-08-04,11/5/2014,2014-11-27 sutartis Nr. A68-48/14(3.10.23-AD4),"UAB ""Bondas""",Mažiausia kaina,-,"1,998.80   ","Kanceliarinės ir kitos prekės Lietuvos sutrikusios psichikos žmonių globos bendrijos Vilniaus skyriui ""Prieš vėją""","UAB ""Bondas""; UAB ""Universalux""; UAB ""Lotos pasaulis""",,,,
MK,E. miesto departamentas,BVPŽ kodas 64200000-8,Paslaugos,292,2014-08-06,7/16/2014,2014-10-06 sutartis Nr. A64-158/14(3.10.22-AD4)(Omnitel); Nr. A64-157/14(3.10.22-AD4) (CSC Telecom); Nr. A64-156/14(3.10.22-AD4) (Bitė Lietuva); Nr. A64-155/14(3.10.22-AD4) (TEO),"UAB ""Omnitel"" (6152,52 Lt); UAB ""CSC Telecom"" (6011,28 Lt); UAB ""Bitė Lietuva"" (6000,00 Lt); UAB ""TEO LT"" (3040,63)",Mažiausia kaina,-,"21,204.43   ",Trumpo numerio paslauga,"UAB ""Omnitel""; UAB ""CSC Telecom"" ; UAB ""Bitė Lietuva""; UAB ""TEO LT""",,,,
MK,Šeškinės seniūnija,BVPŽ kodas 45233200-1,Darbai,293,2014-08-07,8/18/2014,2014-09-08 sutartis Nr. A62-98/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"9,175.43   ",Įvairūs dangos darbai,"UAB ""Stebulė""; UAB ""Metalo sprendimai""; UAB ""Mažoji restauracija""",,,,
MK,Senamiesčio seniūnija,BVPŽ kodas 92300000-4,Paslaugos,294,2014-08-08,8/29/2014,2014-09-22 sutartis Nr. A64-140/14(3.10.22-AD4),"VšĮ ""Gmm projektai""",Mažiausia kaina,-,"5,000.00   ",Vilnius-OPEN-Aš čia gyvenu,"VšĮ ""Gmm projektai""; Asociacija ""Šnipiškių bendruomenės centras""' VšĮ ""Teatriukas""",,,,
MK,Civilinės saugos skyrius,BVPŽ kodas 39515400-9,Prekės,295,2014-08-12,9/2/2014,2014-09-23 PVM sąskaita-faktūra Nr. ZPK14429,UAB Žaliuzių pasaulis,Mažiausia kaina,-,"1,984.00   ",Žaliuzės,"UAB ""Žaliuzių pasaulis""; UAB ""Domus Lumina""; UAB ""Lauresta""",,,,
MK,Miesto ūkio ir transporto departamentas Miesto tvarkymo skyrius,BVPŽ kodas 50760000-0,Paslaugos,296,2014-08-14,9/3/2014,2014-09-09 sutartis Nr. A64-132/14(3.10.22-AD4),"UAB ""BSS grupė""",Mažiausia kaina,-,"36,125.62   ",Viešųjų kanalizuotų tualetų priežiūros paslaugos,"UAB ""BSS grupė""",,,,
MK,Grigiškių seniūnija,BVPŽ kodas 45212221-1,Darbai,297,2014-08-14,8/26/2014,2014-09-08 sutartis Nr.A62-99/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"5,995.55   ",Su sporto aikštelių statiniais susiję statybos darbai,"UAB ""Stebulė""; UAB ""Fedalona""; uab ""Metalo sprendimai""",,,,
MK,Grigiškių seniūnija,BVPŽ kodas 45231300-8,Darbai,298,2014-08-14,8/26/2014,2014-09-08 sutartis Nr. A62-100/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"4,995.49   ",Grigiškių parapijos namų lietaus kanalizacijos remontas,"UAB ""Stebulė""; UAB ""Fedalona""; uab ""Metalo sprendimai""",,,,
MK,E. miesto departamentas,BVPŽ kodas 22950000-4,Prekės,299,2014-08-18,8/27/2014,PVM sąskaita - faktūra Nr. FTR00324,"UAB ""Faktora""",Mažiausia kaina,-,"8,736.20   ",Mikroprocesinės praėjimo kortelės (leidimai),"UAB ""Faktora""; UAB ""Sauginta""; UAB ""Sigreta""",,,,
MK,E. miesto departamentas,BVPŽ kodas 50334140-8,Paslaugos,300,2014-08-19,perkelti į 2015 m. ataskaitą,perkelti į 2015 m. ataskaitą,"UAB ""Dakveras""",Mažiausia kaina,-,,Mobiliųjų telefonų remonto paslauga,"UAB ""Dakveras""; UAB ""AMV Group Smart ON""; UAB ""Mobilena""",,,,
MK,Naujamiesčio seniūnija,BVPŽ kodas 92622000-7,Paslaugos,301,2014-08-19,8/26/2014,2014-09-04 sutartis Nr. A64-129/14(3.10.22-AD4),Lietuvos pagyvenusių žmonių asociacija,Mažiausia kaina,-,"4,955.00   ",Sunkiai auklėjamų Naujamiesčio bendruomenės vaikų futbolo varžybos,Lietuvos pagyvenusių žmonių asociacija; Vilniaus miesto Vyresniojo amžiaus asociacija; Krašto apsaugos sistemos kūrėjų asociacija,,,,
MK,Naujamiesčio seniūnija,BVPŽ kodas 85320000-8,Paslaugos,302,2014-08-19,9/16/2014,2014-09-30 sutartis Nr. A64-148/14(3.10.22-AD4),"Laisvojo nardymo ir povandieninės žūklės asociacija ""Vienu įkvėpimu""",Mažiausia kaina,-,"11,999.40   ",Naujamiesčio bendruomenės socialiai remtinų senyvo amžiaus žmonių socialinio užimtumo paslaugos.,"Laisvojo nardymo ir povandieninės žūklės asociacija ""Vienu įkvėpimu""; Povandieninės medžioklės klubas ""Nasrai""; UAB ""Diver.LT""",,,,
MK,Naujamiesčio seniūnija,BVPŽ kodas 92300000-4,Paslaugos,303,2014-08-19,8/26/2014,2014-08-29 sutartis Nr. A64-123/14(3.10.22-AD4),Lietuvos pagyvenusių žmonių asociacija,Mažiausia kaina,-,"6,980.00   ",Tradicinės šventės (vakaronės) Naujamiesčio bendruomenės organizavimas,Lietuvos pagyvenusių žmonių asociacija; Vilniaus miesto Vyresniojo amžiaus asociacija; Vilniaus miesto pagyvenusių žmonių asociacija,,,,
MK,Naujamiesčio seniūnija,BVPŽ kodas 85320000-8,Paslaugos,304,2014-08-19,9/16/2014,2014-09-30 sutartis Nr. A64-147/14(3.10.22-AD4),Vilniaus miesto Vyresniojo amžiaus žmonių asociacija,Mažiausia kaina,-,"8,000.00   ",Pagalba vienišiems ir į krizinę situaciją patekusiems bendruomenės nariams ir šeimoms slaugančioms sunkius ligonius,"Visuomeninė organizacija ""Branda""; Vilniaus miesto Vyresniojo amžiaus asociacija; Lietuvos našlaičių brolija",,,,
MK,Justiniškių seniūnija,BVPŽ kodas 92300000-4,Paslaugos,305,2014-08-20,9/18/2014,2014-09-25 sutartis Nr. A64-144/14(3.10.22-AD4),"MB ""Stiklo tiltai""",Mažiausia kaina,-,"11,966.90   ",Pramoginės paslaugos,"MB ""Stiklo tiltai""; UAB ""Sporto vystymo grupė""; VšĮ ""MB studija""",,,,
MK,Justiniškių seniūnija,BVPŽ kodas 63511000-4,Paslaugos,306,2014-08-21,11/12/2014,2014-11-26 sutartis Nr. A64-194/14(3.10.22-AD4),"MB ""Stiklo tiltai""",Mažiausia kaina,-,"8,712.00   ",Edukacinė išvyka,"MB ""Stiklo tiltai""; UAB ""Sporto vystymo grupė""; VšĮ ""MB studija""",,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 37400000-2,Prekės,307,2014-08-21,10/6/2014,2014-11-12 sutartis Nr. A68-44/14(3.10.23-AD4),"UAB ""Sporticus LT""",Mažiausia kaina,-,"4,642.23   ",Sporto prekės ir reikmenys,"UAB ""Polisportas""; UAB ""Labukas""; UAB ""Spoticus""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,308,2014-08-21,8/21/2014,2014-08-22 sąskaita-faktūra Nr. ADA5576-1,Administracijos darbuotojų asociacija,Taisyklių 74.9 punktas,-,550.00   ,"Seminaras ""Viešųjų pirkimų labirintais - kaip nepasiklysti""",Administracijos darbuotojų asociacija,,,,
MK,E. miesto departamentas,BVPŽ kodas 32321200-1,Prekės,309,2014-08-21,8/26/2014,2014-09-30 sutartis Nr. A68-40/14(3.10.23-AD4),"UAB ""D. E. Solutions""",Mažiausia kaina,-,"2,601.50   ",Garso stiprintuvo ir Projektoriaus lempos pirkimas,"UAB ""D.E.Solutions""; UAB ""Alna Intellegence""; UAB ""Alma Littera sprendimai""",,,,
MK,Vilkpedės seniūnija,BVPŽ kodas 18222200-3,Prekės,310,2014-08-21,9/9/2014,2014-12-02 PVM sąskaita-faktūra Nr. 255,"UAB ""Merkada""",Mažiausia kaina,-,"8,756.00   ",Ansambliai,"UAB ""Merkada""; UAB ""Malinaris""; A. Kaušylienės PĮ ""Mados kraitė""",,,,
MK,Šeškinės seniūnija,BVPŽ kodas 45212140-9,Darbai,311,2014-08-27,10/10/2014,2014-10-27 sutartis Nr. A62-126/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"7,986.00   ","Universalių lauko įrenginių (skersiniai, lygiagretės) įrengimas","UAB ""Mažoji restauracija""; UAB ""Metalo sprendimai""; UAB ""Stebulė""",,,,
MK,Žvėryno seniūnija,BVPŽ kodas 79950000-8,Paslaugos,312,2014-08-28,11/12/2014,2014-11-20 sutartis Nr. A64-191/14(3.10.22-AD4),Žvėryno bendruomenės daugiafunkcinis centro asociacija,Mažiausia kaina,-,"2,070.00   ",Žvėryno ir Vilkpėdės bendruomenių tautodailininkų senjorų parodos organizavimas,"Lietuvos pensininkų sąjunga ""Bočiai""; Žvėryno bendruomenės daugiafunkcinis centras; Vilniaus suagusiųjų mokymo centras",,,,
MK,Žvėryno seniūnija,BVPŽ kodas 85323000-9,Paslaugos,313,2014-08-28,10/24/2014,2014-11-06 sutartis Nr. A64-180/14(3.10.22-AD4),"Laisvojo nardymo ir povandieninės žūklės asociacija ""Vienu įkvėpimu""",Mažiausia kaina,-,"9,936.00   ",Žvėryno bendruomenės socialiai remtinų žmonių sveikatingumo paslaugos,"Laisvojo nardymo ir povandieninės žūklės asociacija ""Vienu įkvėpimu""; Povandieninės medžioklės klubas ""Nasrai""; UAB ""Diver.LT""",,,,
MK,Saugaus miesto departamentas Administracinės veiklos skyrius,BVPŽ kodas 44424300-1,Prekės,314,2014-08-28,9/30/2014,2014-10-24 PVM sąskaita-faktūra Nr. GCB0909261,"UAB ""Sarguva""",Mažiausia kaina,-,"9,970.40   ",Atšvaitai,"UAB ""Sarguva""' UAB ""Spalda""; UAB ""New World Baltic""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,315,2014-09-02,9/2/2014,2014-09-17 PVM sąskaitos - fatūros Nr. CONFINN05859,"UAB ""Confinn""",Taisyklių 74.9 punktas,-,398.00   ,"Seminaras ""Euro įvedimas: praktiniai patarimai ir problemų sprendimas įmonėms""","UAB ""Confinn""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,316,2014-09-02,9/2/2014,2014-09-09 PVM sąskaitos - fatūros Nr. FEDA140100871 ir FEDA140100858,Vilniaus universitetas,Taisyklių 74.9 punktas,-,600.00   ,"Konferencija ""Konkurencijos teisės įgyvendinimas: tendencijos ir praktika""",Vilniaus universitetas,,,,
MK,Viršuliškių seniūnija,BVPŽ kodas 45421114-6,Darbai,317,2014-09-04,11/20/2014,2014-11-27 PVM sąskaita - fatūra Nr. DIGIT14000490,"UAB ""Digitalas""",Mažiausia kaina,-,"2,590.00   ",Metalinių durų montavimas,"UAB ""Gerdeta""; UAB ""Digitalas""; UAB ""Langų sistemos""",,,,
MK,Viršuliškių seniūnija,BVPŽ kodas 30213100-6,Prekės,318,2014-09-09,10/20/2014,2014-10-28 PVM sąskaitos - fatūros Nr. VARTK9051439,"UAB ""Varlė""",Mažiausia kaina,-,"1,960.00   ",Nešiojamieji kompiuteriai,"UAB ""Varlė""; UAB ""Skytech.lt""; UAB ""Kilobaitas""",,,,
MK,Verkių seniūnija,BVPŽ kodas 70332000-7,Paslaugos,319,2014-09-03,12/1/2014,2014-12-09 sutartis Nr. A64-208/14(3.10.22-AD4),"UAB ""Verkių būstas""",Mažiausia kaina,4.85   ,"12,098.91   ","Verkių seniūnijos bendruomenės centro, Baltupio g. 37, patalpų administravimo, priežiūros ir eksploatavimo paslaugos","UAB ""Verkių būstas""",,,,
MK,Verkių seniūnija,BVPŽ kodas 63710000-9,Paslaugos,320,2014-09-03,11/17/2014,2014-11-20 sutartis Nr. A62-143/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"4,961.00   ","Kalėdinės eglės transportavimas, pastatymas","UAB ""Alvora""; UAB ""Stebulė""; UAB ""Verkių būstas""",,,,
MK,Verkių seniūnija,BVPŽ kodas 45453100-8,Darbai,321,2014-09-03,9/4/2014,2014-09-10 sutartis Nr. A62-102/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"6,231.50   ",Informacinių stendų remonto ir atnaujinimo darbai,"UAB ""Alvora""; UAB ""Stebulė""; UAB ""Metalo sprendimai""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 45233200-1,Darbai,322,2014-09-04,9/9/2014,2014-09-22 sutartis Nr. A62-108/14(3.10.21-AD4),"UAB ""Trajana""",Mažiausia kaina,-,"13,298.51   ",Įvairūs dangos darbai,"UAB ""Trajana""; UAB ""Gerbūvio darbai""; UAB ""Stebulė""",,,,
MK,Justiniškių seniūnija,BVPŽ kodas 92300000-4,Paslaugos,323,2014-09-04,9/11/2014,2014-09-18 sutartis Nr. A64-139/14(3.10.22-AD4),"VšĮ ""Vilniaus senamiesčio teatras",Mažiausia kaina,-,"9,800.00   ",Pramoginės paslaugos,"VšĮ ""Vilniaus senamiesčio teatras""; UAB ""Renginių klubas""; UAB ""Audiocomas""",,,,
MK,Viršuliškių seniūnija,BVPŽ kodas 45236119-7,Darbai,324,2014-09-04,10/2/2014,2014-10-21 sutartis Nr. A62-121/14(3.10.21-AD4),"UAB ""LS ir Co""",Mažiausia kaina,-,"14,419.79   ",Sporto aikštelių remonto ir statybos darbai ,"UAB ""LS ir Co statyba""; UAB ""Vasa""; UAB ""Reklreacinė statyba""",,,,
MK,Viršuliškių seniūnija,BVPŽ kodas 92300000-4,Paslaugos,325,2014-09-04,12/1/2014,2014-12-08 sutartis Nr. A64-205/14(3.10.22-AD4),"VšĮ ""Mės jėga""",Mažiausia kaina,-,"9,990.00   ",Pramoginės paslaugos,"Asociacija ""Funny beat""; VšĮ ""Mes jėga""; UAB ""Tamsta""",,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 45236119-7,Darbai,326,2014-09-05,9/12/2014,2014-10-20 sutartis Nr. A62-119/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,5904.8,"19,999.99   ",Sporto ir kitų pramogų aikštelių atnaujinimas,"UAB ""Metalo sprendimai""; UAB ""Stebulė""; UAB ""Mažoji restauracija""",,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 37410000-5,Prekės,327,2014-09-05,12/5/2014,2014-12-29 sutartis Nr. A68-56/14(3.10.23-AD4),"UAB ""Patikimas turtas""",Mažiausia kaina,-,"53,066.19   ",Lauko sporto reikmenys,"UAB ""Ksil pasaulis""; UAB ""Euroatletas""; UAB ""Patikimas turtas""",,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 79954000-6,Paslaugos,328,2014-09-05,12/9/2014,2014-12-11 sutartis Nr. A64-212/14(3.10.22-AD4),"UAB ""Vilpros investicija""",Mažiausia kaina,-,"9,999.75   ",Mokslinė praktinė konferencija,"UAB ""Vilpros investicija""; UAB ""Dovertos reklama""; UAB ""Biuro pasaulis""",,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 79952000-2,Paslaugos,329,2014-09-05,10/31/2014,2014-12-03 sutartis Nr. A64-198/14(3.10.22-AD4),"VšĮ ""Vilniaus kultūros, renginių ir sporto rūmai""",Mažiausia kaina,-,"9,984.92   ",Žirmūnų 50-ečio renginio techninis aprūpinimas ir įgarsinimas,"VĮ Vilniaus kultūros, pramogų ir sporto rūmai; Vilniaus Žirmūnų vaikų ir jaunimo klubas; VšĮ Pažangių technologijų įdiegimo centras",,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 79952000-2,Paslaugos,330,2014-09-05,-,Vykdomas pagal galiojančią 2014-02-17 sutartį Nr. A64-18/14(3.10.22-SN4),-,Mažiausia kaina,-,0.00   ,"Prevencinių priemonių ir renginių prieš alkoholizmą, rūkymą ir narkomaniją organizavimas",Vykdomas pagal galiojančią 2014-02-17 sutartį Nr. A64-18/14(3.10.22-SN4),,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 79950000-8,Paslaugos,331,2014-09-05,214-10-30,2014-11-11 sutartis Nr. A64-186/14(3.10.22-AD4),Emilijos Pliaterytės progimnazija,Mažiausia kaina,-,"4,121.00   ",Šv. Pranciškaus gamtos ir gyvūnų globėjo mugė,"Emilijos Pliaterytės progimnazija; Vilniaus P. Mašioto pradinė m-kla; UAB ""Vikšris""",,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 79950000-8,Prekės,332,2014-09-05,12/30/2014,2014-12-30 sąskaita-faktūra Nr. BMKN0018837,"UAB ""Biznio mašinų kompanijų""",Mažiausia kaina,-,"1,999.98   ",Spausdintuvai,"UAB ""Biznio mašinų kompanijų""",,CPO,,
MK,Eismo organizavimo skyrius,BVPŽ kodas 45316110-9 ,Darbai,333,2014-09-08,9/26/2014,2014-10-27 sutartis Nr. A62-123/14(3.10.21-AD4),"UAB ""Atea""",Mažiausia kaina,-,"32,383.23   ","Dalinio Talkos Sodų 1-osios g., Talkos Sodų 2-osios g., Talkos Sodų 3-osios g., ir Talkos Sodų 4-osios g. apšvietimo tinklų įrengimas","UAB ""Elektros tinklo paslaugos""; UAB ""Atea""",,,,
MK,Eismo organizavimo skyrius,BVPŽ kodas 45316110-9 ,Darbai,334,2014-09-08,9/26/2014,2014-10-27 sutartis Nr. A62-125/14(3.10.21-AD4),"UAB ""Aurusta""",Mažiausia kaina,-,"30,000.00   ","Kryžiokų Sodų 11-osios g., 8-osios g., 9-osios g., apšvietimo įrengimas","UAB ""Aurusta"" UAB ""Atea""; UAB ""Elektros tinklo paslaugos""",,,,
MK,Eismo organizavimo skyrius,BVPŽ kodas 45316110-9 ,Darbai,335,2014-09-08,9/26/2014,2014-10-27 sutartis Nr. A62-124/14(3.10.21-AD4),"UAB ""Atea""",Mažiausia kaina,-,"21,111.61   ",Bubilo gatvės apšvietimo elektros tinklo įrengimas,"UAB ""Elektros tinklo paslaugos""; UAB ""Atea""",,,,
MK,Viršuliškių seniūnija,BVPŽ kodas 22200000-2 ,Prekės,336,2014-09-09,11/6/2014,2014-11-07 PVM sąskaita - fatūra Nr. IS24330081012382,"AB ""Lietuvos paštas""",Mažiausia kaina,-,"1,323.96   ","Laikraščiai, dienraščiai, periodiniai leidiniai ir žurnalai","AB ""Lietuvos paštas""; UAB ""Lietuvos rytas""; www. Prenumerata.lt",,,,
MK,Naujamiesčio seniūnija,BVPŽ kodas 34150000-3,Prekės,337,2014-09-09,10/31/2014,2014-11-17 sutartis Nr. A68-46/14(3.10.23-AD4),"Lietuvos ir Vokietijos UAB ""Ežerėlio vaivorykštė""",Mažiausia kaina,-,"5,000.00   ",Lauko treniruoklių įrengimas,"Lietuvos ir Vokietijos UAB ""Ežerėlio vaivorykštė""; UAB ""Patikimas turtas""; UAB ""CGS""; UAB ""Stebulė""",,,,
MK,Naujamiesčio seniūnija,BVPŽ kodas 90910000-9,Paslaugos,338,2014-09-09,10/16/2014,2014-10-21 sutartis Nr. A64-171/14(3.10.22-AD4),"Laisvojo nardymo ir povandieninės žūklės asociacija ""Vienu įkvėpimu""",Mažiausia kaina,-,"7,980.00   ",Neries upės dugno dalies valymo paslaugos,"Laisvojo nardymo ir povandieninės žūklės asociacija ""Vienu įkvėpimu""; UAB ""DIVER.LT""Povandieninės medžioklės klubas ""Nasrai""",,,,
MK,Žvėryno seniūnija,BVPŽ kodas 90910000-9,Paslaugos,339,2014-09-09,,Nebus vykdomas,,,,,Neries upės dugno dalies valymo paslaugos,Nebus vykdomas,,,,
MK,Naujininkų seniūnija,BVPŽ kodas 45212140-9,Darbai,340,2014-09-11,9/25/2014,2014-11-05 sutartis Nr. A62-131/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"19,940.80   ","Poilsio įrenginiai (poilsio, rekreacijos aikštelės įrengimas su įrenginiais Darbininkų, Dzūkų, Kalviškių, Naujininkų, Karaliaus Šulinio ir Šalčios ir Kelmijos sodų 33-osios bei šalia esančių gatvių kvartaluose (šešiuose objektuose)","UAB ""Stebulė""; UAB ""Fedalona""; UAB ""Metalo sprendimai""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 45236119-7,Darbai,341,2014-09-11,9/26/2014,2014-11-05 sutartis Nr. A62-135/14(3.10.21-AD4),"UAB ""Metalo sprendimai""",Mažiausia kaina,-,"19,928.70   ",Sporto aikštelių remonto darbai ,"UAB ""Fedalona""; UAB Mažoji restauracija""; UAB ""Metalo sprendimai""",,,,
